1;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"15.9000";"1.5901";"22.9517"
"";"16.0000";"1.6001";"23.3002"
"";"16.1000";"1.6101";"23.6592"
"";"16.2000";"1.6199";"24.0164"
"";"16.3000";"1.6301";"24.3652"
"";"16.4000";"1.6401";"24.7087"
"";"16.5000";"1.6499";"25.0649"
"";"16.6000";"1.6601";"25.4116"
"";"16.7000";"1.6703";"25.7577"
"";"16.8000";"1.6800";"26.1059"
"";"16.9000";"1.6901";"26.4413"
"";"17.0000";"1.7001";"26.7757"
"";"17.1000";"1.7100";"27.1232"
"";"17.2000";"1.7200";"27.4617"
"";"17.3000";"1.7302";"27.7851"
"";"17.4000";"1.7399";"28.1209"
"";"17.5000";"1.7501";"28.4444"
"";"17.6000";"1.7603";"28.7663"
"";"17.7000";"1.7700";"29.0922"
"";"17.8000";"1.7798";"29.4157"
"";"17.9000";"1.7901";"29.7313"
"";"18.0000";"1.8001";"30.0506"
"";"18.1000";"1.8101";"30.3608"
"";"18.2000";"1.8201";"30.6490"
"";"18.3000";"1.8299";"30.9351"
"";"18.4000";"1.8401";"31.2139"
"";"18.5000";"1.8503";"31.4925"
"";"18.6000";"1.8602";"31.7557"
"";"18.7000";"1.8699";"32.0155"
"";"18.8000";"1.8801";"32.2734"
"";"18.9000";"1.8902";"32.5234"
"";"19.0000";"1.9001";"32.7741"
"";"19.1000";"1.9101";"32.9386"
"";"19.2000";"1.9202";"33.1311"
"";"19.3000";"1.9302";"33.3205"
"";"19.4000";"1.9403";"33.4869"
"";"19.5000";"1.9502";"33.6358"
"";"19.6000";"1.9599";"33.7797"
"";"19.7000";"1.9699";"33.9118"
"";"19.8000";"1.9805";"34.0369"
"";"19.9000";"1.9903";"34.1404"
"";"20.0000";"2.0001";"34.2214"
"";"20.1000";"2.0103";"34.2996"
"";"20.2000";"2.0203";"34.3865"
"";"20.3000";"2.0301";"34.4561"
"";"20.4000";"2.0403";"34.5051"
"";"20.5000";"2.0500";"34.5369"
"";"20.6000";"2.0601";"34.5705"
"";"20.7000";"2.0704";"34.5872"
"";"20.8000";"2.0803";"34.6010"
"";"20.9000";"2.0901";"34.6125"
"";"21.0000";"2.1003";"34.6174"
"";"21.1000";"2.1104";"34.6240"
"";"21.2000";"2.1202";"34.6217"
"";"21.3000";"2.1302";"34.6094"
"";"21.4000";"2.1401";"34.5988"
"";"21.5000";"2.1501";"34.6077"
"";"21.6000";"2.1604";"34.6044"
"";"21.7000";"2.1705";"34.5848"
"";"21.8000";"2.1801";"34.5656"
"";"21.9000";"2.1902";"34.5440"
"";"22.0000";"2.2004";"34.5293"
"";"22.1000";"2.2103";"34.5217"
"";"22.2000";"2.2201";"34.5031"
"";"22.3000";"2.2303";"34.4730"
"";"22.4000";"2.2402";"34.4601"
"";"22.5000";"2.2504";"34.4361"
"";"22.6000";"2.2604";"34.4030"
"";"22.7000";"2.2702";"34.3768"
"";"22.8000";"2.2800";"34.3578"
"";"22.9000";"2.2904";"34.3325"
"";"23.0000";"2.3003";"34.3018"
"";"23.1000";"2.3101";"34.2576"
"";"23.2000";"2.3202";"34.2145"
"";"23.3000";"2.3303";"34.1912"
"";"23.4000";"2.3404";"34.1729"
"";"23.5000";"2.3504";"34.1360"
"";"23.6000";"2.3602";"34.0994"
"";"23.7000";"2.3701";"34.0686"
"";"23.8000";"2.3803";"34.0450"
"";"23.9000";"2.3904";"34.0134"
"";"24.0000";"2.4001";"33.9892"
"";"24.1000";"2.4102";"33.9565"
"";"24.2000";"2.4204";"33.9291"
"";"24.3000";"2.4303";"33.9045"
"";"24.4000";"2.4402";"33.8683"
"";"24.5000";"2.4504";"33.8303"
"";"24.6000";"2.4601";"33.8060"
"";"24.7000";"2.4701";"33.7775"
"";"24.8000";"2.4805";"33.7395"
"";"24.9000";"2.4901";"33.6991"
"";"25.0000";"2.5001";"33.6559"
"";"25.1000";"2.5104";"33.6187"
"";"25.2000";"2.5204";"33.5950"
"";"25.3000";"2.5301";"33.5582"
"";"25.4000";"2.5403";"33.5203"
"";"25.5000";"2.5501";"33.4845"
"";"25.6000";"2.5603";"33.4520"
"";"25.7000";"2.5703";"33.4091"
"";"25.8000";"2.5803";"33.3692"
"";"25.9000";"2.5901";"33.3425"
"";"26.0000";"2.6004";"33.3089"
"";"26.1000";"2.6105";"33.2727"
"";"26.2000";"2.6201";"33.2262"
"";"26.3000";"2.6301";"33.1742"
"";"26.4000";"2.6402";"33.1317"
"";"26.5000";"2.6503";"33.1072"
"";"26.6000";"2.6603";"33.0627"
"";"26.7000";"2.6705";"33.0150"
"";"26.8000";"2.6802";"32.9746"
"";"26.9000";"2.6903";"32.9343"
"";"27.0000";"2.7004";"32.8903"
"";"27.1000";"2.7101";"32.8501"
"";"27.2000";"2.7201";"32.8121"
"";"27.3000";"2.7304";"32.7716"
"";"27.4000";"2.7403";"32.7408"
"";"27.5000";"2.7503";"32.6999"
"";"27.6000";"2.7604";"32.6526"
"";"27.7000";"2.7702";"32.6225"
"";"27.8000";"2.7801";"32.5962"
"";"27.9000";"2.7904";"32.5640"
"";"28.0000";"2.8002";"32.5264"
"";"28.1000";"2.8101";"32.4902"
"";"28.2000";"2.8203";"32.4503"
"";"28.3000";"2.8304";"32.4252"
"";"28.4000";"2.8402";"32.4004"
"";"28.5000";"2.8503";"32.3613"
"";"28.6000";"2.8603";"32.3299"
"";"28.7000";"2.8701";"32.2957"
"";"28.8000";"2.8803";"32.2649"
"";"28.9000";"2.8902";"32.2180"
"";"29.0000";"2.9001";"32.1943"
"";"29.1000";"2.9104";"32.1607"
"";"29.2000";"2.9206";"32.1229"
"";"29.3000";"2.9302";"32.0850"
"";"29.4000";"2.9402";"32.0429"
"";"29.5000";"2.9503";"32.0013"
"";"29.6000";"2.9601";"31.9721"
"";"29.7000";"2.9702";"31.9406"
"";"29.8000";"2.9804";"31.8909"
"";"29.9000";"2.9901";"31.8539"
"";"30.0000";"3.0003";"31.8164"
"";"30.1000";"3.0105";"31.7721"
"";"30.2000";"3.0203";"31.7356"
"";"30.3000";"3.0300";"31.6984"
"";"30.4000";"3.0404";"31.6638"
"";"30.5000";"3.0503";"31.6301"
"";"30.6000";"3.0602";"31.5910"
"";"30.7000";"3.0703";"31.5397"
"";"30.8000";"3.0802";"31.5052"
"";"30.9000";"3.0902";"31.4839"
"";"31.0000";"3.1004";"31.4514"
"";"31.1000";"3.1103";"31.4091"
"";"31.2000";"3.1201";"31.3670"
"";"31.3000";"3.1302";"31.3265"
"";"31.4000";"3.1403";"31.2914"
"";"31.5000";"3.1502";"31.2641"
"";"31.6000";"3.1603";"31.2158"
"";"31.7000";"3.1704";"31.1802"
"";"31.8000";"3.1803";"31.1514"
"";"31.9000";"3.1903";"31.1141"
"";"32.0000";"3.2003";"31.0662"
"";"32.1000";"3.2101";"31.0374"
"";"32.2000";"3.2201";"31.0067"
"";"32.3000";"3.2305";"30.9710"
"";"32.4000";"3.2404";"30.9378"
"";"32.5000";"3.2502";"30.8854"
"";"32.6000";"3.2603";"30.8387"
"";"32.7000";"3.2702";"30.8104"
"";"32.8000";"3.2802";"30.7822"
"";"32.9000";"3.2903";"30.7367"
"";"33.0000";"3.3001";"30.6965"
"";"33.1000";"3.3101";"30.6572"
"";"33.2000";"3.3203";"30.6143"
"";"33.3000";"3.3304";"30.5798"
"";"33.4000";"3.3402";"30.5437"
"";"33.5000";"3.3503";"30.5031"
"";"33.6000";"3.3604";"30.4709"
"";"33.7000";"3.3703";"30.4325"
"";"33.8000";"3.3802";"30.3830"
"";"33.9000";"3.3902";"30.3425"
"";"34.0000";"3.4002";"30.3195"
"";"34.1000";"3.4104";"30.2826"
"";"34.2000";"3.4204";"30.2422"
"";"34.3000";"3.4301";"30.2045"
"";"34.4000";"3.4402";"30.1694"
"";"34.5000";"3.4504";"30.1356"
"";"34.6000";"3.4603";"30.1037"
"";"34.7000";"3.4701";"30.0619"
"";"34.8000";"3.4804";"30.0218"
"";"34.9000";"3.4903";"29.9890"
"";"35.0000";"3.5003";"29.9439"
"";"35.1000";"3.5104";"29.8968"
"";"35.2000";"3.5203";"29.8594"
"";"35.3000";"3.5301";"29.8269"
"";"35.4000";"3.5404";"29.7887"
"";"35.5000";"3.5503";"29.7468"
"";"35.6000";"3.5601";"29.6978"
"";"35.7000";"3.5702";"29.6466"
"";"35.8000";"3.5802";"29.6162"
"";"35.9000";"3.5904";"29.5871"
"";"36.0000";"3.6004";"29.5399"
"";"36.1000";"3.6103";"29.4917"
"";"36.2000";"3.6201";"29.4423"
"";"36.3000";"3.6303";"29.4014"
"";"36.4000";"3.6404";"29.3485"
"";"36.5000";"3.6501";"29.3067"
"";"36.6000";"3.6603";"29.2579"
"";"36.7000";"3.6705";"29.2183"
"";"36.8000";"3.6803";"29.1765"
"";"36.9000";"3.6903";"29.1320"
"";"37.0000";"3.7003";"29.0820"
"";"37.1000";"3.7101";"29.0471"
"";"37.2000";"3.7202";"29.0116"
"";"37.3000";"3.7306";"28.9648"
"";"37.4000";"3.7402";"28.9176"
"";"37.5000";"3.7502";"28.8726"
"";"37.6000";"3.7604";"28.8246"
"";"37.7000";"3.7704";"28.7923"
"";"37.8000";"3.7801";"28.7537"
"";"37.9000";"3.7903";"28.7039"
"";"38.0000";"3.8002";"28.6659"
"";"38.1000";"3.8102";"28.6248"
"";"38.2000";"3.8204";"28.5749"
"";"38.3000";"3.8303";"28.5312"
"";"38.4000";"3.8402";"28.5014"
"";"38.5000";"3.8503";"28.4622"
"";"38.6000";"3.8605";"28.4240"
"";"38.7000";"3.8701";"28.3748"
"";"38.8000";"3.8802";"28.3298"
"";"38.9000";"3.8902";"28.2897"
"";"39.0000";"3.9002";"28.2609"
"";"39.1000";"3.9103";"28.2165"
"";"39.2000";"3.9204";"28.1654"
"";"39.3000";"3.9302";"28.1308"
"";"39.4000";"3.9402";"28.0915"
"";"39.5000";"3.9505";"28.0487"
"";"39.6000";"3.9601";"28.0081"
"";"39.7000";"3.9700";"27.9731"
"";"39.8000";"3.9804";"27.9397"
"";"39.9000";"3.9903";"27.9059"
"";"40.0000";"4.0003";"27.8667"
"";"40.1000";"4.0103";"27.8196"
"";"40.2000";"4.0203";"27.7921"
"";"40.3000";"4.0302";"27.7632"
"";"40.4000";"4.0404";"27.7201"
"";"40.5000";"4.0501";"27.6730"
"";"40.6000";"4.0601";"27.6319"
"";"40.7000";"4.0703";"27.5869"
"";"40.8000";"4.0804";"27.5464"
"";"40.9000";"4.0903";"27.5119"
"";"41.0000";"4.1003";"27.4634"
"";"41.1000";"4.1104";"27.4276"
"";"41.2000";"4.1201";"27.3844"
"";"41.3000";"4.1304";"27.3417"
"";"41.4000";"4.1402";"27.2851"
"";"41.5000";"4.1501";"27.2494"
"";"41.6000";"4.1604";"27.2085"
"";"41.7000";"4.1706";"27.1631"
"";"41.8000";"4.1802";"27.1193"
"";"41.9000";"4.1902";"27.0768"
"";"42.0000";"4.2004";"27.0325"
"";"42.1000";"4.2103";"26.9967"
"";"42.2000";"4.2202";"26.9512"
"";"42.3000";"4.2304";"26.8917"
"";"42.4000";"4.2401";"26.8446"
"";"42.5000";"4.2502";"26.7985"
"";"42.6000";"4.2605";"26.7480"
"";"42.7000";"4.2702";"26.7010"
"";"42.8000";"4.2801";"26.6569"
"";"42.9000";"4.2903";"26.6102"
"";"43.0000";"4.3003";"26.5689"
"";"43.1000";"4.3103";"26.5280"
"";"43.2000";"4.3203";"26.4713"
"";"43.3000";"4.3302";"26.4370"
"";"43.4000";"4.3403";"26.4139"
"";"43.5000";"4.3505";"26.3789"
"";"43.6000";"4.3603";"26.3365"
"";"43.7000";"4.3700";"26.2967"
"";"43.8000";"4.3803";"26.2637"
"";"43.9000";"4.3904";"26.2282"
"";"44.0000";"4.4003";"26.1928"
"";"44.1000";"4.4103";"26.1394"
"";"44.2000";"4.4203";"26.0955"
"";"44.3000";"4.4303";"26.0629"
"";"44.4000";"4.4403";"26.0224"
"";"44.5000";"4.4503";"25.9681"
"";"44.6000";"4.4601";"25.9321"
"";"44.7000";"4.4701";"25.8907"
"";"44.8000";"4.4805";"25.8429"
"";"44.9000";"4.4903";"25.7888"
"";"45.0000";"4.5002";"25.7160"
"";"45.1000";"4.5103";"25.6537"
"";"45.2000";"4.5203";"25.5712"
"";"45.3000";"4.5302";"25.4686"
"";"45.4000";"4.5404";"25.3733"
"";"45.5000";"4.5502";"25.3023"
"";"45.6000";"4.5602";"25.2406"
"";"45.7000";"4.5704";"25.1750"
"";"45.8000";"4.5802";"25.1060"
"";"45.9000";"4.5902";"25.0486"
"";"46.0000";"4.6003";"24.9766"
"";"46.1000";"4.6104";"24.9179"
"";"46.2000";"4.6203";"24.8559"
"";"46.3000";"4.6303";"24.7945"
"";"46.4000";"4.6402";"24.7383"
"";"46.5000";"4.6502";"24.6999"
"";"46.6000";"4.6604";"24.6539"
"";"46.7000";"4.6704";"24.6014"
"";"46.8000";"4.6802";"24.5544"
"";"46.9000";"4.6902";"24.5076"
"";"47.0000";"4.7004";"24.4623"
"";"47.1000";"4.7104";"24.4196"
"";"47.2000";"4.7201";"24.3638"
"";"47.3000";"4.7304";"24.3133"
"";"47.4000";"4.7403";"24.2697"
"";"47.5000";"4.7503";"24.2153"
"";"47.6000";"4.7603";"24.1470"
"";"47.7000";"4.7702";"24.0956"
"";"47.8000";"4.7801";"24.0455"
"";"47.9000";"4.7905";"23.9995"
"";"48.0000";"4.8003";"23.9435"
"";"48.1000";"4.8101";"23.8850"
"";"48.2000";"4.8203";"23.8270"
"";"48.3000";"4.8303";"23.7831"
"";"48.4000";"4.8404";"23.7347"
"";"48.5000";"4.8503";"23.6753"
"";"48.6000";"4.8603";"23.6223"
"";"48.7000";"4.8701";"23.5701"
"";"48.8000";"4.8803";"23.5205"
"";"48.9000";"4.8904";"23.4602"
"";"49.0000";"4.9001";"23.3932"
"";"49.1000";"4.9103";"23.3258"
"";"49.2000";"4.9204";"23.2654"
"";"49.3000";"4.9303";"23.2122"
"";"49.4000";"4.9403";"23.1527"
"";"49.5000";"4.9503";"23.0912"
"";"49.6000";"4.9602";"23.0467"
"";"49.7000";"4.9703";"22.9983"
"";"49.8000";"4.9805";"22.9420"
"";"49.9000";"4.9902";"22.8867"
"";"50.0000";"5.0002";"22.8295"
"";"50.1000";"5.0104";"22.7756"
"";"50.2000";"5.0203";"22.7261"
"";"50.3000";"5.0301";"22.6720"
"";"50.4000";"5.0403";"22.6173"
"";"50.5000";"5.0502";"22.5645"
"";"50.6000";"5.0603";"22.5129"
"";"50.7000";"5.0704";"22.4508"
"";"50.8000";"5.0803";"22.3905"
"";"50.9000";"5.0902";"22.3430"
"";"51.0000";"5.1004";"22.2876"
"";"51.1000";"5.1104";"22.2338"
"";"51.2000";"5.1201";"22.1721"
"";"51.3000";"5.1302";"22.1182"
"";"51.4000";"5.1403";"22.0642"
"";"51.5000";"5.1504";"22.0191"
"";"51.6000";"5.1604";"21.9619"
"";"51.7000";"5.1704";"21.9012"
"";"51.8000";"5.1801";"21.8541"
"";"51.9000";"5.1903";"21.8068"
"";"52.0000";"5.2005";"21.7528"
"";"52.1000";"5.2102";"21.6986"
"";"52.2000";"5.2201";"21.6441"
"";"52.3000";"5.2304";"21.5890"
"";"52.4000";"5.2403";"21.5401"
"";"52.5000";"5.2502";"21.4798"
"";"52.6000";"5.2604";"21.4151"
"";"52.7000";"5.2702";"21.3628"
"";"52.8000";"5.2802";"21.3138"
"";"52.9000";"5.2904";"21.2558"
"";"53.0000";"5.3000";"21.1904"
"";"53.1000";"5.3100";"21.1347"
"";"53.2000";"5.3202";"21.0735"
"";"53.3000";"5.3303";"21.0229"
"";"53.4000";"5.3403";"20.9744"
"";"53.5000";"5.3503";"20.9119"
"";"53.6000";"5.3606";"20.8637"
"";"53.7000";"5.3702";"20.8085"
"";"53.7560";"5.3759";"20.7744"
7;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"0.0000";"0.0000";"-0.0001"
"";"0.1000";"0.0074";"0.0028"
"";"0.2000";"0.0194";"0.0113"
"";"0.3000";"0.0300";"0.0160"
"";"0.4000";"0.0401";"0.0203"
"";"0.5000";"0.0499";"0.0240"
"";"0.6000";"0.0602";"0.0276"
"";"0.7000";"0.0703";"0.0287"
"";"0.8000";"0.0801";"0.0287"
"";"0.9000";"0.0902";"0.0290"
"";"1.0000";"0.1003";"0.0290"
"";"1.1000";"0.1099";"0.0291"
"";"1.2000";"0.1201";"0.0295"
"";"1.3000";"0.1303";"0.0298"
"";"1.4000";"0.1402";"0.0329"
"";"1.5000";"0.1502";"0.0417"
"";"1.6000";"0.1603";"0.0527"
"";"1.7000";"0.1699";"0.0655"
"";"1.8000";"0.1800";"0.0808"
"";"1.9000";"0.1903";"0.0974"
"";"2.0000";"0.2003";"0.1165"
"";"2.1000";"0.2103";"0.1373"
"";"2.2000";"0.2203";"0.1604"
"";"2.3000";"0.2301";"0.1908"
"";"2.4000";"0.2400";"0.2263"
"";"2.5000";"0.2503";"0.2667"
"";"2.6000";"0.2603";"0.3129"
"";"2.7000";"0.2701";"0.3656"
"";"2.8000";"0.2803";"0.4263"
"";"2.9000";"0.2901";"0.4945"
"";"3.0000";"0.3000";"0.5731"
"";"3.1000";"0.3101";"0.6613"
"";"3.2000";"0.3203";"0.7635"
"";"3.3000";"0.3301";"0.8766"
"";"3.4000";"0.3401";"0.9961"
"";"3.5000";"0.3501";"1.1245"
"";"3.6000";"0.3599";"1.2663"
"";"3.7000";"0.3701";"1.4163"
"";"3.8000";"0.3803";"1.5755"
"";"3.9000";"0.3901";"1.7430"
"";"4.0000";"0.4001";"1.9144"
"";"4.1000";"0.4102";"2.0953"
"";"4.2000";"0.4199";"2.2851"
"";"4.3000";"0.4299";"2.4830"
"";"4.4000";"0.4402";"2.6841"
"";"4.5000";"0.4501";"2.9005"
"";"4.6000";"0.4601";"3.1265"
"";"4.7000";"0.4702";"3.3662"
"";"4.8000";"0.4799";"3.6236"
"";"4.9000";"0.4899";"3.8878"
"";"5.0000";"0.5001";"4.1600"
"";"5.1000";"0.5101";"4.4436"
"";"5.2000";"0.5200";"4.7301"
"";"5.3000";"0.5301";"5.0175"
"";"5.4000";"0.5400";"5.3161"
"";"5.5000";"0.5499";"5.6231"
"";"5.6000";"0.5601";"5.9308"
"";"5.7000";"0.5701";"6.2460"
"";"5.8000";"0.5799";"6.5631"
"";"5.9000";"0.5899";"6.8853"
"";"6.0000";"0.6001";"7.2131"
"";"6.1000";"0.6098";"7.5447"
"";"6.2000";"0.6199";"7.8711"
"";"6.3000";"0.6301";"8.2074"
"";"6.4000";"0.6400";"8.5549"
"";"6.5000";"0.6500";"8.8952"
"";"6.6000";"0.6601";"9.2402"
"";"6.7000";"0.6698";"9.5870"
"";"6.8000";"0.6799";"9.9406"
"";"6.9000";"0.6901";"10.2913"
"";"7.0000";"0.7001";"10.6518"
"";"7.1000";"0.7100";"11.0041"
"";"7.2000";"0.7201";"11.3591"
"";"7.3000";"0.7299";"11.7307"
"";"7.4000";"0.7399";"12.0962"
"";"7.5000";"0.7501";"12.4550"
"";"7.6000";"0.7599";"12.8170"
"";"7.7000";"0.7698";"13.1889"
"";"7.8000";"0.7802";"13.5618"
"";"7.9000";"0.7900";"13.9319"
"";"8.0000";"0.7998";"14.2971"
"";"8.1000";"0.8101";"14.6693"
"";"8.2000";"0.8201";"15.0511"
"";"8.3000";"0.8299";"15.4308"
"";"8.4000";"0.8399";"15.8057"
"";"8.5000";"0.8499";"16.1757"
"";"8.6000";"0.8598";"16.5592"
"";"8.7000";"0.8700";"16.9336"
"";"8.8000";"0.8802";"17.3137"
"";"8.9000";"0.8899";"17.6937"
"";"9.0000";"0.8999";"18.0769"
"";"9.1000";"0.9101";"18.4635"
"";"9.2000";"0.9199";"18.8467"
"";"9.3000";"0.9299";"19.2259"
"";"9.4000";"0.9401";"19.6035"
"";"9.5000";"0.9500";"19.9959"
"";"9.6000";"0.9601";"20.3847"
"";"9.7000";"0.9701";"20.7577"
"";"9.8000";"0.9799";"21.1414"
"";"9.9000";"0.9898";"21.5259"
"";"10.0000";"1.0001";"21.9106"
"";"10.1000";"1.0101";"22.3020"
"";"10.2000";"1.0198";"22.6844"
"";"10.3000";"1.0300";"23.0617"
"";"10.4000";"1.0401";"23.4539"
"";"10.5000";"1.0500";"23.8403"
"";"10.6000";"1.0601";"24.2131"
"";"10.7000";"1.0699";"24.5912"
"";"10.8000";"1.0798";"24.9817"
"";"10.9000";"1.0900";"25.3697"
"";"11.0000";"1.1001";"25.7481"
"";"11.1000";"1.1098";"26.1222"
"";"11.2000";"1.1199";"26.4874"
"";"11.3000";"1.1301";"26.8674"
"";"11.4000";"1.1401";"27.2560"
"";"11.5000";"1.1499";"27.6286"
"";"11.6000";"1.1601";"27.9951"
"";"11.7000";"1.1698";"28.3629"
"";"11.8000";"1.1799";"28.7377"
"";"11.9000";"1.1902";"29.1026"
"";"12.0000";"1.1999";"29.4676"
"";"12.1000";"1.2098";"29.8343"
"";"12.2000";"1.2202";"30.1967"
"";"12.3000";"1.2301";"30.5611"
"";"12.4000";"1.2399";"30.9152"
"";"12.5000";"1.2501";"31.2574"
"";"12.6000";"1.2600";"31.6165"
"";"12.7000";"1.2699";"31.9728"
"";"12.8000";"1.2801";"32.3178"
"";"12.9000";"1.2900";"32.6577"
"";"13.0000";"1.2999";"33.0002"
"";"13.1000";"1.3101";"33.3399"
"";"13.2000";"1.3202";"33.6860"
"";"13.3000";"1.3297";"34.0222"
"";"13.4000";"1.3399";"34.3510"
"";"13.5000";"1.3501";"34.6739"
"";"13.6000";"1.3599";"34.9979"
"";"13.7000";"1.3700";"35.3104"
"";"13.8000";"1.3801";"35.6174"
"";"13.9000";"1.3899";"35.9151"
"";"14.0000";"1.3999";"36.2177"
"";"14.1000";"1.4103";"36.5077"
"";"14.2000";"1.4199";"36.7685"
"";"14.3000";"1.4299";"37.0316"
"";"14.4000";"1.4401";"37.2859"
"";"14.5000";"1.4501";"37.5563"
"";"14.6000";"1.4599";"37.8044"
"";"14.7000";"1.4702";"38.0397"
"";"14.8000";"1.4801";"38.2651"
"";"14.9000";"1.4900";"38.4769"
"";"15.0000";"1.5003";"38.6787"
"";"15.1000";"1.5099";"38.8437"
"";"15.2000";"1.5198";"39.0257"
"";"15.3000";"1.5303";"39.2024"
"";"15.4000";"1.5403";"39.3695"
"";"15.5000";"1.5500";"39.5234"
"";"15.6000";"1.5601";"39.6606"
"";"15.7000";"1.5701";"39.7984"
"";"15.8000";"1.5799";"39.9342"
"";"15.9000";"1.5901";"40.0559"
"";"16.0000";"1.6002";"40.1451"
"";"16.1000";"1.6100";"40.2354"
"";"16.2000";"1.6201";"40.3040"
"";"16.3000";"1.6304";"40.3712"
"";"16.4000";"1.6401";"40.4256"
"";"16.5000";"1.6499";"40.4606"
"";"16.6000";"1.6603";"40.4918"
"";"16.7000";"1.6701";"40.5113"
"";"16.8000";"1.6801";"40.5291"
"";"16.9000";"1.6902";"40.5323"
"";"17.0000";"1.7001";"40.5586"
"";"17.1000";"1.7101";"40.5757"
"";"17.2000";"1.7204";"40.5829"
"";"17.3000";"1.7302";"40.5776"
"";"17.4000";"1.7399";"40.5699"
"";"17.5000";"1.7502";"40.5543"
"";"17.6000";"1.7602";"40.5525"
"";"17.7000";"1.7700";"40.5422"
"";"17.8000";"1.7802";"40.5136"
"";"17.9000";"1.7903";"40.4855"
"";"18.0000";"1.8002";"40.4600"
"";"18.1000";"1.8103";"40.4233"
"";"18.2000";"1.8203";"40.3858"
"";"18.3000";"1.8297";"40.3459"
"";"18.4000";"1.8401";"40.3149"
"";"18.5000";"1.8504";"40.2767"
"";"18.6000";"1.8602";"40.2313"
"";"18.7000";"1.8701";"40.1675"
"";"18.8000";"1.8803";"40.1233"
"";"18.9000";"1.8902";"40.0942"
"";"19.0000";"1.9001";"40.0564"
"";"19.1000";"1.9103";"40.0033"
"";"19.2000";"1.9200";"39.9465"
"";"19.3000";"1.9301";"39.8969"
"";"19.4000";"1.9404";"39.8464"
"";"19.5000";"1.9504";"39.8058"
"";"19.6000";"1.9600";"39.7423"
"";"19.7000";"1.9703";"39.6860"
"";"19.8000";"1.9803";"39.6402"
"";"19.9000";"1.9901";"39.5876"
"";"20.0000";"2.0003";"39.5146"
"";"20.1000";"2.0101";"39.4562"
"";"20.2000";"2.0199";"39.4046"
"";"20.3000";"2.0304";"39.3543"
"";"20.4000";"2.0404";"39.2972"
"";"20.5000";"2.0501";"39.2338"
"";"20.6000";"2.0601";"39.1728"
"";"20.7000";"2.0703";"39.1377"
"";"20.8000";"2.0801";"39.0948"
"";"20.9000";"2.0901";"39.0444"
"";"21.0000";"2.1002";"38.9916"
"";"21.1000";"2.1101";"38.9494"
"";"21.2000";"2.1203";"38.8998"
"";"21.3000";"2.1304";"38.8538"
"";"21.4000";"2.1401";"38.8097"
"";"21.5000";"2.1500";"38.7683"
"";"21.6000";"2.1604";"38.7274"
"";"21.7000";"2.1702";"38.6780"
"";"21.8000";"2.1800";"38.6191"
"";"21.9000";"2.1902";"38.5688"
"";"22.0000";"2.2002";"38.5349"
"";"22.1000";"2.2102";"38.4950"
"";"22.2000";"2.2203";"38.4496"
"";"22.3000";"2.2301";"38.3988"
"";"22.4000";"2.2400";"38.3532"
"";"22.5000";"2.2504";"38.3146"
"";"22.6000";"2.2603";"38.2686"
"";"22.7000";"2.2699";"38.2189"
"";"22.8000";"2.2803";"38.1716"
"";"22.9000";"2.2903";"38.1316"
"";"23.0000";"2.3003";"38.0844"
"";"23.1000";"2.3102";"38.0299"
"";"23.2000";"2.3202";"37.9818"
"";"23.3000";"2.3300";"37.9405"
"";"23.4000";"2.3402";"37.8969"
"";"23.5000";"2.3504";"37.8367"
"";"23.6000";"2.3601";"37.7792"
"";"23.7000";"2.3700";"37.7142"
"";"23.8000";"2.3803";"37.6686"
"";"23.9000";"2.3904";"37.6309"
"";"24.0000";"2.4001";"37.5794"
"";"24.1000";"2.4102";"37.5188"
"";"24.2000";"2.4201";"37.4632"
"";"24.3000";"2.4301";"37.4125"
"";"24.4000";"2.4404";"37.3528"
"";"24.5000";"2.4501";"37.2959"
"";"24.6000";"2.4600";"37.2441"
"";"24.7000";"2.4704";"37.1970"
"";"24.8000";"2.4804";"37.1417"
"";"24.9000";"2.4900";"37.0817"
"";"25.0000";"2.5001";"37.0086"
"";"25.1000";"2.5101";"36.9579"
"";"25.2000";"2.5201";"36.9086"
"";"25.3000";"2.5304";"36.8531"
"";"25.4000";"2.5403";"36.7854"
"";"25.5000";"2.5501";"36.7260"
"";"25.6000";"2.5603";"36.6651"
"";"25.7000";"2.5705";"36.6149"
"";"25.8000";"2.5799";"36.5552"
"";"25.9000";"2.5901";"36.4953"
"";"26.0000";"2.6003";"36.4399"
"";"26.1000";"2.6103";"36.3855"
"";"26.2000";"2.6202";"36.3194"
"";"26.3000";"2.6303";"36.2542"
"";"26.4000";"2.6401";"36.2050"
"";"26.5000";"2.6501";"36.1516"
"";"26.6000";"2.6604";"36.0957"
"";"26.7000";"2.6701";"36.0182"
"";"26.8000";"2.6800";"35.9498"
"";"26.9000";"2.6903";"35.8820"
"";"27.0000";"2.7004";"35.8266"
"";"27.1000";"2.7101";"35.7572"
"";"27.2000";"2.7203";"35.6749"
"";"27.3000";"2.7302";"35.6042"
"";"27.4000";"2.7401";"35.5294"
"";"27.5000";"2.7504";"35.4325"
"";"27.6000";"2.7601";"35.3270"
"";"27.7000";"2.7698";"35.2243"
"";"27.8000";"2.7804";"35.1291"
"";"27.9000";"2.7904";"35.0234"
"";"28.0000";"2.8000";"34.9071"
"";"28.1000";"2.8103";"34.7881"
"";"28.2000";"2.8203";"34.6775"
