1;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"14.1000";"1.4102";"24.3252"
"";"14.2000";"1.4202";"24.6644"
"";"14.3000";"1.4298";"24.9989"
"";"14.4000";"1.4401";"25.3351"
"";"14.5000";"1.4501";"25.6682"
"";"14.6000";"1.4600";"26.0054"
"";"14.7000";"1.4703";"26.3346"
"";"14.8000";"1.4802";"26.6480"
"";"14.9000";"1.4899";"26.9773"
"";"15.0000";"1.5001";"27.3077"
"";"15.1000";"1.5103";"27.6318"
"";"15.2000";"1.5200";"27.9438"
"";"15.3000";"1.5301";"28.2580"
"";"15.4000";"1.5402";"28.5577"
"";"15.5000";"1.5500";"28.8707"
"";"15.6000";"1.5600";"29.1775"
"";"15.7000";"1.5703";"29.4785"
"";"15.8000";"1.5801";"29.7786"
"";"15.9000";"1.5901";"30.0733"
"";"16.0000";"1.6004";"30.3555"
"";"16.1000";"1.6098";"30.6213"
"";"16.2000";"1.6198";"30.9017"
"";"16.3000";"1.6302";"31.1776"
"";"16.4000";"1.6403";"31.3573"
"";"16.5000";"1.6502";"31.5740"
"";"16.6000";"1.6602";"31.7714"
"";"16.7000";"1.6701";"31.9745"
"";"16.8000";"1.6799";"32.1692"
"";"16.9000";"1.6903";"32.3229"
"";"17.0000";"1.7002";"32.4624"
"";"17.1000";"1.7099";"32.6078"
"";"17.2000";"1.7203";"32.7468"
"";"17.3000";"1.7304";"32.8797"
"";"17.4000";"1.7400";"33.0123"
"";"17.5000";"1.7500";"33.1374"
"";"17.6000";"1.7602";"33.2524"
"";"17.7000";"1.7703";"33.3664"
"";"17.8000";"1.7802";"33.4662"
"";"17.9000";"1.7902";"33.5303"
"";"18.0000";"1.7999";"33.6177"
"";"18.1000";"1.8101";"33.7073"
"";"18.2000";"1.8204";"33.7807"
"";"18.3000";"1.8303";"33.8421"
"";"18.4000";"1.8401";"33.8994"
"";"18.5000";"1.8503";"33.9444"
"";"18.6000";"1.8601";"33.9923"
"";"18.7000";"1.8702";"34.0432"
"";"18.8000";"1.8803";"34.0616"
"";"18.9000";"1.8902";"34.0840"
"";"19.0000";"1.9003";"34.1108"
"";"19.1000";"1.9104";"34.1183"
"";"19.2000";"1.9202";"34.1270"
"";"19.3000";"1.9299";"34.1355"
"";"19.4000";"1.9402";"34.1456"
"";"19.5000";"1.9505";"34.1524"
"";"19.6000";"1.9603";"34.1533"
"";"19.7000";"1.9703";"34.1449"
"";"19.8000";"1.9803";"34.1414"
"";"19.9000";"1.9901";"34.1521"
"";"20.0000";"2.0003";"34.1624"
"";"20.1000";"2.0104";"34.1472"
"";"20.2000";"2.0201";"34.1383"
"";"20.3000";"2.0303";"34.1349"
"";"20.4000";"2.0404";"34.1119"
"";"20.5000";"2.0503";"34.1034"
"";"20.6000";"2.0601";"34.0889"
"";"20.7000";"2.0703";"34.0753"
"";"20.8000";"2.0803";"34.0684"
"";"20.9000";"2.0903";"34.0593"
"";"21.0000";"2.1004";"34.0316"
"";"21.1000";"2.1100";"34.0131"
"";"21.2000";"2.1200";"34.0068"
"";"21.3000";"2.1305";"34.0026"
"";"21.4000";"2.1405";"33.9771"
"";"21.5000";"2.1503";"33.9524"
"";"21.6000";"2.1603";"33.9146"
"";"21.7000";"2.1703";"33.9019"
"";"21.8000";"2.1802";"33.8853"
"";"21.9000";"2.1902";"33.8529"
"";"22.0000";"2.2003";"33.8165"
"";"22.1000";"2.2102";"33.7893"
"";"22.2000";"2.2204";"33.7587"
"";"22.3000";"2.2304";"33.7206"
"";"22.4000";"2.2400";"33.6895"
"";"22.5000";"2.2502";"33.6728"
"";"22.6000";"2.2604";"33.6425"
"";"22.7000";"2.2703";"33.6148"
"";"22.8000";"2.2803";"33.5854"
"";"22.9000";"2.2903";"33.5423"
"";"23.0000";"2.3001";"33.5228"
"";"23.1000";"2.3103";"33.5050"
"";"23.2000";"2.3204";"33.4789"
"";"23.3000";"2.3303";"33.4425"
"";"23.4000";"2.3402";"33.4204"
"";"23.5000";"2.3504";"33.3820"
"";"23.6000";"2.3601";"33.3481"
"";"23.7000";"2.3699";"33.3160"
"";"23.8000";"2.3803";"33.2930"
"";"23.9000";"2.3904";"33.2635"
"";"24.0000";"2.4006";"33.2449"
"";"24.1000";"2.4104";"33.2018"
"";"24.2000";"2.4203";"33.1705"
"";"24.3000";"2.4299";"33.1476"
"";"24.4000";"2.4403";"33.1318"
"";"24.5000";"2.4504";"33.0994"
"";"24.6000";"2.4601";"33.0691"
"";"24.7000";"2.4703";"33.0415"
"";"24.8000";"2.4804";"33.0200"
"";"24.9000";"2.4902";"33.0004"
"";"25.0000";"2.5002";"32.9817"
"";"25.1000";"2.5104";"32.9542"
"";"25.2000";"2.5202";"32.9266"
"";"25.3000";"2.5304";"32.9109"
"";"25.4000";"2.5404";"32.8688"
"";"25.5000";"2.5501";"32.8399"
"";"25.6000";"2.5601";"32.8210"
"";"25.7000";"2.5704";"32.8053"
"";"25.8000";"2.5804";"32.7791"
"";"25.9000";"2.5902";"32.7524"
"";"26.0000";"2.6003";"32.7112"
"";"26.1000";"2.6099";"32.6827"
"";"26.2000";"2.6200";"32.6674"
"";"26.3000";"2.6304";"32.6481"
"";"26.4000";"2.6404";"32.6171"
"";"26.5000";"2.6504";"32.6018"
"";"26.6000";"2.6604";"32.5695"
"";"26.7000";"2.6703";"32.5432"
"";"26.8000";"2.6799";"32.5161"
"";"26.9000";"2.6902";"32.4983"
"";"27.0000";"2.7003";"32.4729"
"";"27.1000";"2.7103";"32.4560"
"";"27.2000";"2.7205";"32.4367"
"";"27.3000";"2.7304";"32.3981"
"";"27.4000";"2.7401";"32.3783"
"";"27.5000";"2.7502";"32.3668"
"";"27.6000";"2.7606";"32.3461"
"";"27.7000";"2.7702";"32.3175"
"";"27.8000";"2.7802";"32.2935"
"";"27.9000";"2.7904";"32.2584"
"";"28.0000";"2.8002";"32.2353"
"";"28.1000";"2.8102";"32.2175"
"";"28.2000";"2.8204";"32.1860"
"";"28.3000";"2.8303";"32.1586"
"";"28.4000";"2.8403";"32.1408"
"";"28.5000";"2.8505";"32.1024"
"";"28.6000";"2.8600";"32.0630"
"";"28.7000";"2.8699";"32.0341"
"";"28.8000";"2.8803";"32.0135"
"";"28.9000";"2.8905";"31.9911"
"";"29.0000";"2.9004";"31.9657"
"";"29.1000";"2.9103";"31.9174"
"";"29.2000";"2.9201";"31.8898"
"";"29.3000";"2.9301";"31.8707"
"";"29.4000";"2.9404";"31.8471"
"";"29.5000";"2.9503";"31.7966"
"";"29.6000";"2.9601";"31.7668"
"";"29.7000";"2.9704";"31.7324"
"";"29.8000";"2.9806";"31.6960"
"";"29.9000";"2.9901";"31.6607"
"";"30.0000";"3.0001";"31.6349"
"";"30.1000";"3.0104";"31.5953"
"";"30.2000";"3.0203";"31.5667"
"";"30.3000";"3.0304";"31.5375"
"";"30.4000";"3.0404";"31.4812"
"";"30.5000";"3.0499";"31.4416"
"";"30.6000";"3.0602";"31.4159"
"";"30.7000";"3.0706";"31.3831"
"";"30.8000";"3.0803";"31.3397"
"";"30.9000";"3.0902";"31.2982"
"";"31.0000";"3.1004";"31.2478"
"";"31.1000";"3.1101";"31.2067"
"";"31.2000";"3.1201";"31.1736"
"";"31.3000";"3.1304";"31.1282"
"";"31.4000";"3.1404";"31.0852"
"";"31.5000";"3.1503";"31.0497"
"";"31.6000";"3.1604";"30.9994"
"";"31.7000";"3.1701";"30.9552"
"";"31.8000";"3.1799";"30.9202"
"";"31.9000";"3.1903";"30.8924"
"";"32.0000";"3.2004";"30.8480"
"";"32.1000";"3.2103";"30.8068"
"";"32.2000";"3.2203";"30.7514"
"";"32.3000";"3.2303";"30.7059"
"";"32.4000";"3.2401";"30.6743"
"";"32.5000";"3.2504";"30.6493"
"";"32.6000";"3.2604";"30.5966"
"";"32.7000";"3.2701";"30.5535"
"";"32.8000";"3.2803";"30.5192"
"";"32.9000";"3.2904";"30.4653"
"";"33.0000";"3.3002";"30.4264"
"";"33.1000";"3.3101";"30.3851"
"";"33.2000";"3.3204";"30.3441"
"";"33.3000";"3.3304";"30.3071"
"";"33.4000";"3.3404";"30.2671"
"";"33.5000";"3.3503";"30.2029"
"";"33.6000";"3.3600";"30.1537"
"";"33.7000";"3.3701";"30.1167"
"";"33.8000";"3.3805";"30.0795"
"";"33.9000";"3.3905";"30.0322"
"";"34.0000";"3.4003";"29.9830"
"";"34.1000";"3.4102";"29.9246"
"";"34.2000";"3.4203";"29.8855"
"";"34.3000";"3.4301";"29.8409"
"";"34.4000";"3.4402";"29.7960"
"";"34.5000";"3.4502";"29.7407"
"";"34.6000";"3.4603";"29.7007"
"";"34.7000";"3.4704";"29.6542"
"";"34.8000";"3.4805";"29.6004"
"";"34.9000";"3.4901";"29.5468"
"";"35.0000";"3.5001";"29.5070"
"";"35.1000";"3.5104";"29.4661"
"";"35.2000";"3.5204";"29.4245"
"";"35.3000";"3.5304";"29.3838"
"";"35.4000";"3.5404";"29.3224"
"";"35.5000";"3.5501";"29.2823"
"";"35.6000";"3.5603";"29.2502"
"";"35.7000";"3.5705";"29.2150"
"";"35.8000";"3.5802";"29.1675"
"";"35.9000";"3.5902";"29.1333"
"";"36.0000";"3.6004";"29.0900"
"";"36.1000";"3.6102";"29.0525"
"";"36.2000";"3.6200";"29.0139"
"";"36.3000";"3.6304";"28.9781"
"";"36.4000";"3.6404";"28.9440"
"";"36.5000";"3.6504";"28.9117"
"";"36.6000";"3.6604";"28.8628"
"";"36.7000";"3.6702";"28.8236"
"";"36.8000";"3.6801";"28.7912"
"";"36.9000";"3.6904";"28.7635"
"";"37.0000";"3.7005";"28.7201"
"";"37.1000";"3.7101";"28.6743"
"";"37.2000";"3.7203";"28.6350"
"";"37.3000";"3.7305";"28.5951"
"";"37.4000";"3.7402";"28.5590"
"";"37.5000";"3.7502";"28.5235"
"";"37.6000";"3.7603";"28.4840"
"";"37.7000";"3.7701";"28.4502"
"";"37.8000";"3.7803";"28.4226"
"";"37.9000";"3.7906";"28.3812"
"";"38.0000";"3.8001";"28.3342"
"";"38.1000";"3.8101";"28.3011"
"";"38.2000";"3.8205";"28.2662"
"";"38.3000";"3.8305";"28.2272"
"";"38.4000";"3.8403";"28.1836"
"";"38.5000";"3.8504";"28.1293"
"";"38.6000";"3.8601";"28.0863"
"";"38.7000";"3.8701";"28.0485"
"";"38.8000";"3.8804";"28.0055"
"";"38.9000";"3.8903";"27.9525"
"";"39.0000";"3.9003";"27.9150"
"";"39.1000";"3.9104";"27.8706"
"";"39.2000";"3.9204";"27.8338"
"";"39.3000";"3.9300";"27.7925"
"";"39.4000";"3.9402";"27.7596"
"";"39.5000";"3.9504";"27.7195"
"";"39.6000";"3.9602";"27.6847"
"";"39.7000";"3.9703";"27.6411"
"";"39.8000";"3.9804";"27.5973"
"";"39.9000";"3.9901";"27.5628"
"";"40.0000";"4.0003";"27.5384"
"";"40.1000";"4.0106";"27.4991"
"";"40.2000";"4.0201";"27.4507"
"";"40.3000";"4.0302";"27.4109"
"";"40.4000";"4.0404";"27.3586"
"";"40.5000";"4.0503";"27.3193"
"";"40.6000";"4.0602";"27.2780"
"";"40.7000";"4.0704";"27.2302"
"";"40.8000";"4.0803";"27.1862"
"";"40.9000";"4.0903";"27.1440"
"";"41.0000";"4.1005";"27.0892"
"";"41.1000";"4.1100";"27.0327"
"";"41.2000";"4.1200";"26.9947"
"";"41.3000";"4.1304";"26.9563"
"";"41.4000";"4.1405";"26.9101"
"";"41.5000";"4.1502";"26.8584"
"";"41.6000";"4.1603";"26.7927"
"";"41.7000";"4.1702";"26.7413"
"";"41.8000";"4.1802";"26.6690"
"";"41.9000";"4.1904";"26.6047"
"";"42.0000";"4.2003";"26.5286"
"";"42.1000";"4.2101";"26.4747"
"";"42.2000";"4.2204";"26.4243"
"";"42.3000";"4.2306";"26.3666"
"";"42.4000";"4.2401";"26.3087"
"";"42.5000";"4.2502";"26.2602"
"";"42.6000";"4.2604";"26.2123"
"";"42.7000";"4.2702";"26.1731"
"";"42.8000";"4.2804";"26.1354"
"";"42.9000";"4.2903";"26.0744"
"";"43.0000";"4.3000";"26.0334"
"";"43.1000";"4.3102";"26.0020"
"";"43.2000";"4.3205";"25.9689"
"";"43.3000";"4.3303";"25.9295"
"";"43.4000";"4.3402";"25.8897"
"";"43.5000";"4.3504";"25.8479"
"";"43.6000";"4.3602";"25.8057"
"";"43.7000";"4.3701";"25.7685"
"";"43.8000";"4.3803";"25.7139"
"";"43.9000";"4.3903";"25.6632"
"";"44.0000";"4.4004";"25.6229"
"";"44.1000";"4.4104";"25.5666"
"";"44.2000";"4.4203";"25.5146"
"";"44.3000";"4.4300";"25.4669"
"";"44.4000";"4.4403";"25.4281"
"";"44.5000";"4.4505";"25.3850"
"";"44.6000";"4.4602";"25.3424"
"";"44.7000";"4.4703";"25.2921"
"";"44.8000";"4.4804";"25.2477"
"";"44.9000";"4.4902";"25.2143"
"";"45.0000";"4.5003";"25.1790"
"";"45.1000";"4.5103";"25.1296"
"";"45.2000";"4.5201";"25.0874"
"";"45.3000";"4.5303";"25.0489"
"";"45.4000";"4.5404";"24.9875"
"";"45.5000";"4.5501";"24.9354"
"";"45.6000";"4.5601";"24.8812"
"";"45.7000";"4.5704";"24.8310"
"";"45.8000";"4.5803";"24.7839"
"";"45.9000";"4.5904";"24.7419"
"";"46.0000";"4.6004";"24.6823"
"";"46.1000";"4.6102";"24.6333"
"";"46.2000";"4.6201";"24.5910"
"";"46.3000";"4.6305";"24.5491"
"";"46.4000";"4.6403";"24.4978"
"";"46.5000";"4.6502";"24.4505"
"";"46.6000";"4.6604";"24.3973"
"";"46.7000";"4.6704";"24.3528"
"";"46.8000";"4.6801";"24.3051"
"";"46.9000";"4.6903";"24.2589"
"";"47.0000";"4.7003";"24.2020"
"";"47.1000";"4.7101";"24.1570"
"";"47.2000";"4.7204";"24.1044"
"";"47.3000";"4.7305";"24.0443"
"";"47.4000";"4.7401";"23.9848"
"";"47.5000";"4.7502";"23.9372"
"";"47.6000";"4.7604";"23.8855"
"";"47.7000";"4.7703";"23.8331"
"";"47.8000";"4.7803";"23.7720"
"";"47.9000";"4.7903";"23.7050"
"";"48.0000";"4.8001";"23.6559"
"";"48.1000";"4.8103";"23.6114"
"";"48.2000";"4.8205";"23.5634"
"";"48.3000";"4.8303";"23.5128"
"";"48.4000";"4.8403";"23.4689"
"";"48.5000";"4.8504";"23.4176"
"";"48.6000";"4.8603";"23.3696"
"";"48.7000";"4.8700";"23.3175"
"";"48.8000";"4.8804";"23.2686"
"";"48.9000";"4.8904";"23.2171"
"";"49.0000";"4.9004";"23.1651"
"";"49.1000";"4.9104";"23.0999"
"";"49.2000";"4.9203";"23.0450"
"";"49.3000";"4.9301";"22.9977"
"";"49.4000";"4.9404";"22.9539"
"";"49.5000";"4.9505";"22.9040"
"";"49.6000";"4.9601";"22.8521"
"";"49.7000";"4.9703";"22.8078"
"";"49.8000";"4.9804";"22.7670"
"";"49.9000";"4.9903";"22.7295"
"";"50.0000";"5.0003";"22.6936"
"";"50.1000";"5.0104";"22.6502"
"";"50.2000";"5.0201";"22.6114"
"";"50.3000";"5.0303";"22.5748"
"";"50.4000";"5.0404";"22.5219"
"";"50.5000";"5.0501";"22.4736"
"";"50.6000";"5.0601";"22.4337"
"";"50.7000";"5.0704";"22.3957"
"";"50.8000";"5.0804";"22.3524"
"";"50.9000";"5.0902";"22.3086"
"";"51.0000";"5.1003";"22.2580"
"";"51.1000";"5.1101";"22.2172"
"";"51.2000";"5.1202";"22.1817"
"";"51.3000";"5.1304";"22.1415"
"";"51.4000";"5.1402";"22.0925"
"";"51.5000";"5.1503";"22.0562"
"";"51.6000";"5.1604";"22.0079"
"";"51.7000";"5.1704";"21.9676"
"";"51.8000";"5.1800";"21.9218"
"";"51.9000";"5.1903";"21.8817"
"";"52.0000";"5.2003";"21.8361"
"";"52.1000";"5.2103";"21.7962"
"";"52.2000";"5.2204";"21.7467"
"";"52.3000";"5.2304";"21.6917"
"";"52.4000";"5.2401";"21.6463"
"";"52.5000";"5.2502";"21.6000"
"";"52.6000";"5.2605";"21.5452"
"";"52.7000";"5.2701";"21.4896"
"";"52.8000";"5.2803";"21.3800"
"";"52.9000";"5.2904";"21.2822"
"";"53.0000";"5.3003";"21.2119"
"";"53.1000";"5.3103";"21.1528"
"";"53.2000";"5.3204";"21.0938"
"";"53.3000";"5.3303";"21.0458"
"";"53.4000";"5.3403";"21.0050"
"";"53.5000";"5.3505";"20.9545"
"";"53.6000";"5.3601";"20.9038"
"";"53.7000";"5.3700";"20.8628"
"";"53.8000";"5.3804";"20.8232"
"";"53.9000";"5.3904";"20.7723"
"";"54.0000";"5.4003";"20.7233"
"";"54.1000";"5.4103";"20.6639"
"";"54.2000";"5.4203";"20.6173"
"";"54.3000";"5.4302";"20.5724"
"";"54.4000";"5.4404";"20.5266"
"";"54.4500";"5.4455";"20.4974"
10;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"0.0000";"0.0000";"0.0001"
"";"0.1000";"0.0061";"0.0006"
"";"0.2000";"0.0193";"0.0021"
"";"0.3000";"0.0297";"0.0031"
"";"0.4000";"0.0401";"0.0044"
"";"0.5000";"0.0503";"0.0056"
"";"0.6000";"0.0602";"0.0073"
"";"0.7000";"0.0702";"0.0092"
"";"0.8000";"0.0803";"0.0114"
"";"0.9000";"0.0901";"0.0135"
"";"1.0000";"0.1001";"0.0155"
"";"1.1000";"0.1104";"0.0173"
"";"1.2000";"0.1202";"0.0191"
"";"1.3000";"0.1301";"0.0214"
"";"1.4000";"0.1403";"0.0240"
"";"1.5000";"0.1503";"0.0263"
"";"1.6000";"0.1601";"0.0292"
"";"1.7000";"0.1703";"0.0315"
"";"1.8000";"0.1802";"0.0325"
"";"1.9000";"0.1901";"0.0335"
"";"2.0000";"0.2003";"0.0347"
"";"2.1000";"0.2103";"0.0353"
"";"2.2000";"0.2201";"0.0355"
"";"2.3000";"0.2303";"0.0356"
"";"2.4000";"0.2403";"0.0359"
"";"2.5000";"0.2501";"0.0363"
"";"2.6000";"0.2602";"0.0381"
"";"2.7000";"0.2703";"0.0419"
"";"2.8000";"0.2801";"0.0468"
"";"2.9000";"0.2902";"0.0534"
"";"3.0000";"0.3004";"0.0608"
"";"3.1000";"0.3101";"0.0691"
"";"3.2000";"0.3202";"0.0800"
"";"3.3000";"0.3303";"0.0934"
"";"3.4000";"0.3401";"0.1094"
"";"3.5000";"0.3501";"0.1274"
"";"3.6000";"0.3603";"0.1477"
"";"3.7000";"0.3703";"0.1705"
"";"3.8000";"0.3801";"0.1976"
"";"3.9000";"0.3902";"0.2258"
"";"4.0000";"0.4002";"0.2571"
"";"4.1000";"0.4101";"0.2927"
"";"4.2000";"0.4203";"0.3317"
"";"4.3000";"0.4303";"0.3738"
"";"4.4000";"0.4399";"0.4228"
"";"4.5000";"0.4502";"0.4774"
"";"4.6000";"0.4603";"0.5352"
"";"4.7000";"0.4701";"0.6017"
"";"4.8000";"0.4803";"0.6749"
"";"4.9000";"0.4903";"0.7528"
"";"5.0000";"0.5001";"0.8418"
"";"5.1000";"0.5102";"0.9367"
"";"5.2000";"0.5203";"1.0356"
"";"5.3000";"0.5299";"1.1447"
"";"5.4000";"0.5401";"1.2645"
"";"5.5000";"0.5503";"1.3945"
"";"5.6000";"0.5601";"1.5371"
"";"5.7000";"0.5701";"1.6930"
"";"5.8000";"0.5802";"1.8574"
"";"5.9000";"0.5900";"2.0384"
"";"6.0000";"0.6000";"2.2307"
"";"6.1000";"0.6103";"2.4331"
"";"6.2000";"0.6201";"2.6420"
"";"6.3000";"0.6300";"2.8655"
"";"6.4000";"0.6402";"3.0924"
"";"6.5000";"0.6501";"3.3282"
"";"6.6000";"0.6599";"3.5714"
"";"6.7000";"0.6702";"3.8236"
"";"6.8000";"0.6801";"4.0821"
"";"6.9000";"0.6899";"4.3499"
"";"7.0000";"0.7002";"4.6221"
"";"7.1000";"0.7101";"4.8910"
"";"7.2000";"0.7199";"5.1759"
"";"7.3000";"0.7301";"5.4666"
"";"7.4000";"0.7402";"5.7625"
"";"7.5000";"0.7499";"6.0635"
"";"7.6000";"0.7600";"6.3641"
"";"7.7000";"0.7701";"6.6646"
"";"7.8000";"0.7799";"6.9795"
"";"7.9000";"0.7901";"7.2966"
"";"8.0000";"0.8002";"7.6137"
"";"8.1000";"0.8100";"7.9417"
"";"8.2000";"0.8200";"8.2716"
"";"8.3000";"0.8302";"8.5990"
"";"8.4000";"0.8398";"8.9259"
"";"8.5000";"0.8499";"9.2620"
"";"8.6000";"0.8602";"9.6032"
"";"8.7000";"0.8700";"9.9460"
"";"8.8000";"0.8800";"10.2944"
"";"8.9000";"0.8901";"10.6319"
"";"9.0000";"0.9000";"10.9799"
"";"9.1000";"0.9099";"11.3371"
"";"9.2000";"0.9202";"11.6958"
"";"9.3000";"0.9300";"12.0434"
"";"9.4000";"0.9398";"12.4026"
"";"9.5000";"0.9502";"12.7638"
"";"9.6000";"0.9602";"13.1186"
"";"9.7000";"0.9699";"13.4797"
"";"9.8000";"0.9800";"13.8423"
"";"9.9000";"0.9901";"14.2091"
"";"10.0000";"0.9999";"14.5817"
"";"10.1000";"1.0101";"14.9512"
"";"10.2000";"1.0200";"15.3021"
"";"10.3000";"1.0298";"15.6734"
"";"10.4000";"1.0399";"16.0488"
"";"10.5000";"1.0503";"16.4254"
"";"10.6000";"1.0601";"16.7987"
"";"10.7000";"1.0700";"17.1710"
"";"10.8000";"1.0801";"17.5386"
"";"10.9000";"1.0899";"17.9151"
"";"11.0000";"1.0999";"18.2934"
"";"11.1000";"1.1101";"18.6688"
"";"11.2000";"1.1199";"19.0450"
"";"11.3000";"1.1300";"19.4290"
"";"11.4000";"1.1402";"19.7984"
"";"11.5000";"1.1500";"20.1745"
"";"11.6000";"1.1597";"20.5478"
"";"11.7000";"1.1701";"20.9321"
"";"11.8000";"1.1801";"21.3124"
"";"11.9000";"1.1899";"21.6925"
"";"12.0000";"1.2001";"22.0619"
"";"12.1000";"1.2101";"22.4307"
"";"12.2000";"1.2199";"22.8143"
"";"12.3000";"1.2301";"23.2007"
"";"12.4000";"1.2401";"23.5742"
"";"12.5000";"1.2498";"23.9458"
"";"12.6000";"1.2601";"24.3290"
"";"12.7000";"1.2702";"24.6944"
"";"12.8000";"1.2799";"25.0689"
"";"12.9000";"1.2899";"25.4403"
"";"13.0000";"1.3001";"25.8133"
"";"13.1000";"1.3101";"26.1925"
"";"13.2000";"1.3202";"26.5728"
"";"13.3000";"1.3301";"26.9270"
"";"13.4000";"1.3397";"27.2906"
"";"13.5000";"1.3498";"27.6663"
"";"13.6000";"1.3602";"28.0404"
"";"13.7000";"1.3702";"28.4064"
"";"13.8000";"1.3800";"28.7644"
"";"13.9000";"1.3901";"29.1137"
"";"14.0000";"1.4000";"29.4815"
"";"14.1000";"1.4099";"29.8480"
"";"14.2000";"1.4200";"30.2041"
"";"14.3000";"1.4300";"30.5556"
"";"14.4000";"1.4399";"30.9115"
"";"14.5000";"1.4502";"31.2608"
"";"14.6000";"1.4601";"31.6031"
"";"14.7000";"1.4698";"31.9480"
"";"14.8000";"1.4799";"32.3019"
"";"14.9000";"1.4902";"32.6509"
"";"15.0000";"1.5001";"32.9934"
"";"15.1000";"1.5101";"33.3298"
"";"15.2000";"1.5200";"33.6471"
"";"15.3000";"1.5297";"33.9874"
"";"15.4000";"1.5400";"34.3296"
"";"15.5000";"1.5502";"34.6600"
"";"15.6000";"1.5601";"34.9838"
"";"15.7000";"1.5700";"35.3081"
"";"15.8000";"1.5802";"35.5971"
"";"15.9000";"1.5898";"35.9040"
"";"16.0000";"1.5997";"36.2112"
"";"16.1000";"1.6102";"36.5177"
"";"16.2000";"1.6202";"36.8199"
"";"16.3000";"1.6303";"37.1155"
"";"16.4000";"1.6401";"37.3821"
"";"16.5000";"1.6500";"37.6545"
"";"16.6000";"1.6597";"37.9348"
"";"16.7000";"1.6701";"38.2170"
"";"16.8000";"1.6803";"38.4650"
"";"16.9000";"1.6899";"38.7079"
"";"17.0000";"1.7002";"38.9490"
"";"17.1000";"1.7102";"39.1811"
"";"17.2000";"1.7200";"39.4126"
"";"17.3000";"1.7299";"39.6162"
"";"17.4000";"1.7402";"39.8079"
"";"17.5000";"1.7500";"39.9837"
"";"17.6000";"1.7602";"40.1566"
"";"17.7000";"1.7702";"40.2731"
"";"17.8000";"1.7799";"40.4047"
"";"17.9000";"1.7899";"40.5268"
"";"18.0000";"1.8004";"40.6335"
"";"18.1000";"1.8104";"40.7000"
"";"18.2000";"1.8202";"40.7583"
"";"18.3000";"1.8303";"40.7973"
"";"18.4000";"1.8399";"40.8450"
"";"18.5000";"1.8499";"40.8986"
"";"18.6000";"1.8602";"40.9334"
"";"18.7000";"1.8702";"40.9519"
"";"18.8000";"1.8802";"40.9755"
"";"18.9000";"1.8903";"40.9791"
"";"19.0000";"1.9003";"40.9882"
"";"19.1000";"1.9099";"40.9862"
"";"19.2000";"1.9202";"40.9905"
"";"19.3000";"1.9304";"40.9713"
"";"19.4000";"1.9403";"40.9602"
"";"19.5000";"1.9504";"40.9292"
"";"19.6000";"1.9603";"40.8985"
"";"19.7000";"1.9699";"40.8747"
"";"19.8000";"1.9801";"40.8561"
"";"19.9000";"1.9905";"40.8208"
"";"20.0000";"2.0001";"40.7591"
"";"20.1000";"2.0102";"40.6931"
"";"20.2000";"2.0204";"40.6228"
"";"20.3000";"2.0301";"40.5617"
"";"20.4000";"2.0401";"40.5146"
"";"20.5000";"2.0504";"40.4315"
"";"20.6000";"2.0603";"40.3515"
"";"20.7000";"2.0703";"40.3078"
"";"20.8000";"2.0804";"40.2468"
"";"20.9000";"2.0899";"40.1892"
"";"21.0000";"2.0998";"40.1491"
"";"21.1000";"2.1104";"40.1174"
"";"21.2000";"2.1205";"40.0699"
"";"21.3000";"2.1303";"40.0186"
"";"21.4000";"2.1401";"39.9427"
"";"21.5000";"2.1501";"39.8964"
"";"21.6000";"2.1603";"39.8683"
"";"21.7000";"2.1704";"39.8250"
"";"21.8000";"2.1803";"39.7551"
"";"21.9000";"2.1901";"39.7033"
"";"22.0000";"2.2004";"39.6583"
"";"22.1000";"2.2105";"39.6091"
"";"22.2000";"2.2200";"39.5613"
"";"22.3000";"2.2300";"39.5170"
"";"22.4000";"2.2403";"39.4736"
"";"22.5000";"2.2503";"39.4277"
"";"22.6000";"2.2604";"39.3858"
"";"22.7000";"2.2703";"39.3125"
"";"22.8000";"2.2799";"39.2643"
"";"22.9000";"2.2901";"39.2337"
"";"23.0000";"2.3005";"39.1959"
"";"23.1000";"2.3103";"39.1439"
"";"23.2000";"2.3201";"39.0980"
"";"23.3000";"2.3303";"39.0369"
"";"23.4000";"2.3401";"38.9946"
"";"23.5000";"2.3501";"38.9600"
"";"23.6000";"2.3603";"38.9053"
"";"23.7000";"2.3703";"38.8512"
"";"23.8000";"2.3804";"38.8091"
"";"23.9000";"2.3904";"38.7443"
"";"24.0000";"2.4000";"38.6783"
"";"24.1000";"2.4099";"38.6310"
"";"24.2000";"2.4202";"38.5802"
"";"24.3000";"2.4304";"38.5156"
"";"24.4000";"2.4402";"38.4569"
"";"24.5000";"2.4503";"38.3795"
"";"24.6000";"2.4603";"38.3168"
"";"24.7000";"2.4701";"38.2692"
"";"24.8000";"2.4803";"38.2229"
"";"24.9000";"2.4904";"38.1548"
"";"25.0000";"2.5001";"38.0918"
"";"25.1000";"2.5103";"38.0454"
"";"25.2000";"2.5204";"37.9758"
"";"25.3000";"2.5301";"37.9205"
"";"25.4000";"2.5400";"37.8619"
"";"25.5000";"2.5504";"37.8103"
"";"25.6000";"2.5604";"37.7593"
"";"25.7000";"2.5704";"37.7045"
